"","hh_id","part_id","panel_id","cont_id","cnt_age_exact","cnt_age_est_min","cnt_age_est_max","cnt_gender","frequency_multi","phys_contact","cnt_home","cnt_work","cnt_school","cnt_transport","cnt_leisure","cnt_otherplace","duration_multi","month","year","sday_id","dayofweek","day","wave","contacts","home","work","school","transport","leisure","otherplace","physical_contact","non_physical_contact","part_age","part_gender","part_age_group","hh_type"
"20727","HHC5_30051","C5_30051",30051,"C5_30051_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,4,4,0,0,0,0,0,4,0,47,"F","45-64",1
"20728","HHC5_30052","C5_30052",30052,"C5_30052_001",NA,45,54,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,61,"F","45-64",1
"20729","HHC5_30053","C5_30053",30053,"C5_30053_001",NA,45,54,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,0,3,47,"M","45-64",1
"20730","HHC5_30057","C5_30057",30057,"C5_30057_001",NA,55,64,"M",1,2,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,9,9,0,0,0,0,0,6,3,57,"F","45-64",1
"20731","HHC5_30058","C5_30058",30058,"C5_30058_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.07",2,7,5,3,3,0,0,0,0,2,3,0,48,"F","45-64",1
"20732","HHC5_30059","C5_30059",30059,"C5_30059_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,39,"M","25-44",1
"20733","HHC5_30061","C5_30061",30061,"C5_30061_001",NA,65,69,"M",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,5,5,0,0,0,0,0,0,5,63,"F","45-64",1
"20734","HHC5_30063","C5_30063",30063,"C5_30063_001",NA,25,34,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,2,0,0,0,0,3,2,2,30,"M","25-44",1
"20735","HHC5_30065","C5_30065",30065,"C5_30065_001",NA,35,44,"M",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.06",1,6,5,2,2,0,0,0,0,0,0,2,40,"M","25-44",1
"20736","HHC5_30067","C5_30067",30067,"C5_30067_001",NA,12,17,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,5,5,0,0,0,0,0,4,1,48,"M","45-64",1
"20737","HHC5_30068","C5_30068",30068,"C5_30068_001",NA,12,17,"F",1,2,1,0,0,0,0,1,4,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,2,2,1,51,"M","45-64",1
"20738","HHC5_30070","C5_30070",30070,"C5_30070_001",NA,25,34,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.06",1,6,5,3,3,0,0,0,0,0,3,0,26,"M","25-44",1
"20739","HHC5_30072","C5_30072",30072,"C5_30072_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,4,0,60,"M","45-64",1
"20740","HHC5_30073","C5_30073",30073,"C5_30073_001",NA,45,54,"F",1,1,1,0,0,0,0,1,5,7,2020,"2020.07.01",3,1,5,6,2,0,4,0,0,2,2,4,54,"F","45-64",1
"20741","HHC5_30074","C5_30074",30074,"C5_30074_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,44,"F","25-44",1
"20742","HHC5_30075","C5_30075",30075,"C5_30075_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,3,1,64,"F","45-64",1
"20743","HHC5_30076","C5_30076",30076,"C5_30076_001",NA,45,54,"F",1,2,1,0,0,1,0,0,5,7,2020,"2020.07.01",3,1,5,6,3,0,3,1,0,0,0,6,47,"F","45-64",1
"20744","HHC5_30077","C5_30077",30077,"C5_30077_001",NA,35,44,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,5,4,0,0,0,0,1,2,3,34,"M","25-44",1
"20745","HHC5_30078","C5_30078",30078,"C5_30078_001",NA,18,19,"M",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,0,2,59,"M","45-64",1
"20746","HHC5_30079","C5_30079",30079,"C5_30079_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,2,1,61,"M","45-64",1
"20747","HHC5_30080","C5_30080",30080,"C5_30080_001",NA,65,69,"M",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,0,3,59,"F","45-64",1
"20748","HHC5_30081","C5_30081",30081,"C5_30081_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.03",5,3,5,2,2,0,0,0,0,0,2,0,54,"M","45-64",1
"20749","HHC5_30082","C5_30082",30082,"C5_30082_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,4,4,0,0,0,0,0,4,0,54,"F","45-64",1
"20750","HHC5_30084","C5_30084",30084,"C5_30084_001",NA,35,44,"M",1,1,1,0,0,0,0,1,5,7,2020,"2020.07.01",3,1,5,5,4,0,0,0,0,4,5,0,36,"M","25-44",1
"20751","HHC5_30085","C5_30085",30085,"C5_30085_001",NA,25,34,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,1,2,0,24,"F","18-24",1
"20752","HHC5_30086","C5_30086",30086,"C5_30086_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.04",6,4,5,7,7,0,0,0,0,0,5,2,32,"F","25-44",1
"20753","HHC5_30087","C5_30087",30087,"C5_30087_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,49,"M","45-64",1
"20754","HHC5_30089","C5_30089",30089,"C5_30089_001",NA,45,54,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,60,"M","45-64",1
"20755","HHC5_30096","C5_30096",30096,"C5_30096_001",NA,12,17,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,4,0,50,"M","45-64",1
"20756","HHC5_30097","C5_30097",30097,"C5_30097_001",NA,45,54,"M",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.01",3,1,5,4,4,0,0,0,0,0,3,1,49,"M","45-64",1
"20757","HHC5_30098","C5_30098",30098,"C5_30098_001",NA,45,54,"F",1,2,1,0,0,0,0,0,2,7,2020,"2020.07.01",3,1,5,3,2,0,0,0,0,1,0,3,58,"F","45-64",1
"20758","HHC5_30099","C5_30099",30099,"C5_30099_001",NA,25,34,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,33,"M","25-44",1
"20759","HHC5_30100","C5_30100",30100,"C5_30100_001",NA,20,24,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,27,"M","25-44",1
"20760","HHC5_30101","C5_30101",30101,"C5_30101_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,1,2,0,56,"F","45-64",1
"20761","HHC5_30105","C5_30105",30105,"C5_30105_001",NA,45,54,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,0,4,61,"F","45-64",1
"20762","HHC5_30106","C5_30106",30106,"C5_30106_001",NA,45,54,"M",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.05",0,5,5,3,3,0,0,0,0,0,3,0,46,"M","45-64",1
"20763","HHC5_30108","C5_30108",30108,"C5_30108_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,2,1,56,"M","45-64",1
"20764","HHC5_30110","C5_30110",30110,"C5_30110_001",NA,45,54,"F",1,2,1,0,0,0,0,0,4,7,2020,"2020.07.05",0,5,5,3,3,0,0,0,0,0,0,3,47,"M","45-64",1
"20765","HHC5_30112","C5_30112",30112,"C5_30112_001",NA,45,54,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.04",6,4,5,3,3,0,0,0,0,0,0,3,50,"M","45-64",1
"20766","HHC5_30114","C5_30114",30114,"C5_30114_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,47,"F","45-64",1
"20767","HHC5_30115","C5_30115",30115,"C5_30115_001",NA,65,69,"M",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.06",1,6,5,5,5,0,0,0,0,0,0,5,67,"F","65 and over",1
"20768","HHC5_30116","C5_30116",30116,"C5_30116_001",NA,55,64,"F",2,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,4,0,58,"F","45-64",1
"20769","HHC5_30117","C5_30117",30117,"C5_30117_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,4,0,50,"M","45-64",1
"20770","HHC5_30118","C5_30118",30118,"C5_30118_002",NA,25,34,"F",1,2,0,0,1,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,1,0,1,0,0,0,1,1,46,"M","45-64",1
"20771","HHC5_30119","C5_30119",30119,"C5_30119_001",NA,55,64,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,5,3,0,0,1,0,2,3,2,55,"M","45-64",1
"20772","HHC5_30121","C5_30121",30121,"C5_30121_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,32,"F","25-44",1
"20773","HHC5_30122","C5_30122",30122,"C5_30122_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,57,"F","45-64",1
"20774","HHC5_30123","C5_30123",30123,"C5_30123_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,37,"M","25-44",1
"20775","HHC5_30124","C5_30124",30124,"C5_30124_001",NA,20,24,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,23,"M","18-24",1
"20776","HHC5_30125","C5_30125",30125,"C5_30125_001",NA,45,54,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,2,0,0,1,0,1,0,3,58,"M","45-64",1
"20777","HHC5_30126","C5_30126",30126,"C5_30126_001",NA,35,44,"F",1,1,1,0,0,0,0,1,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,3,3,0,62,"F","45-64",1
"20778","HHC5_30127","C5_30127",30127,"C5_30127_001",NA,45,54,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.06",1,6,5,7,7,0,0,0,0,0,4,3,76,"M","65 and over",1
"20779","HHC5_30128","C5_30128",30128,"C5_30128_001",NA,55,59,"F",1,2,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,1,1,0,0,0,0,0,0,1,56,"M","45-64",1
"20780","HHC5_30129","C5_30129",30129,"C5_30129_001",NA,25,34,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.01",3,1,5,4,2,0,2,0,0,0,2,2,31,"M","25-44",1
"20781","HHC5_30131","C5_30131",30131,"C5_30131_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,61,"F","45-64",1
"20782","HHC5_30132","C5_30132",30132,"C5_30132_001",NA,35,44,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.03",5,3,5,4,4,0,0,0,0,0,4,0,40,"M","25-44",1
"20783","HHC5_30134","C5_30134",30134,"C5_30134_001",NA,12,17,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.05",0,5,5,3,2,0,0,0,0,1,3,0,56,"F","45-64",1
"20784","HHC5_30135","C5_30135",30135,"C5_30135_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,4,4,0,0,0,0,0,4,0,36,"F","25-44",1
"20785","HHC5_30137","C5_30137",30137,"C5_30137_001",NA,35,44,"M",NA,2,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,0,3,41,"F","25-44",1
"20786","HHC5_30138","C5_30138",30138,"C5_30138_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,60,"F","45-64",1
"20787","HHC5_30139","C5_30139",30139,"C5_30139_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,4,4,0,0,0,0,0,3,1,35,"M","25-44",1
"20788","HHC5_30140","C5_30140",30140,"C5_30140_001",NA,45,54,"M",5,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,0,4,46,"F","45-64",1
"20789","HHC5_30141","C5_30141",30141,"C5_30141_001",NA,45,54,"F",3,1,1,0,0,0,0,1,5,7,2020,"2020.07.01",3,1,5,4,2,0,0,0,0,4,2,2,67,"F","65 and over",1
"20790","HHC5_30142","C5_30142",30142,"C5_30142_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,2,1,52,"M","45-64",1
"20791","HHC5_30144","C5_30144",30144,"C5_30144_001",NA,12,17,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,44,"M","25-44",1
"20792","HHC5_30145","C5_30145",30145,"C5_30145_001",NA,45,54,"M",NA,2,1,0,0,0,0,0,4,7,2020,"2020.07.06",1,6,5,5,4,1,0,0,0,0,2,3,55,"F","45-64",1
"20793","HHC5_30147","C5_30147",30147,"C5_30147_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,31,"F","25-44",1
"20794","HHC5_30148","C5_30148",30148,"C5_30148_001",NA,45,54,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,54,"M","45-64",1
"20795","HHC5_30149","C5_30149",30149,"C5_30149_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,31,"F","25-44",1
"20796","HHC5_30150","C5_30150",30150,"C5_30150_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,25,"F","25-44",1
"20797","HHC5_30151","C5_30151",30151,"C5_30151_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.05",0,5,5,4,4,0,0,0,0,0,4,0,41,"M","25-44",1
"20798","HHC5_30152","C5_30152",30152,"C5_30152_001",NA,12,17,"M",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,53,"F","45-64",1
"20799","HHC5_30153","C5_30153",30153,"C5_30153_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,2,0,0,0,0,2,2,2,64,"M","45-64",1
"20800","HHC5_30154","C5_30154",30154,"C5_30154_001",NA,45,54,"M",1,2,1,0,0,0,0,0,4,7,2020,"2020.07.04",6,4,5,3,3,0,0,0,0,0,0,3,45,"M","45-64",1
"20801","HHC5_30155","C5_30155",30155,"C5_30155_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,51,"F","45-64",1
"20802","HHC5_30157","C5_30157",30157,"C5_30157_001",NA,45,54,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,1,1,56,"M","45-64",1
"20803","HHC5_30160","C5_30160",30160,"C5_30160_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,69,"F","65 and over",1
"20804","HHC5_30161","C5_30161",30161,"C5_30161_001",NA,35,44,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.05",0,5,5,3,3,0,0,0,0,0,3,0,32,"M","25-44",1
"20805","HHC5_30162","C5_30162",30162,"C5_30162_001",NA,45,54,"M",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,5,4,0,0,0,0,1,4,1,50,"M","45-64",1
"20806","HHC5_30164","C5_30164",30164,"C5_30164_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,3,1,50,"F","45-64",1
"20807","HHC5_30165","C5_30165",30165,"C5_30165_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,44,"F","25-44",1
"20808","HHC5_30167","C5_30167",30167,"C5_30167_001",NA,25,34,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,32,"F","25-44",1
"20809","HHC5_30168","C5_30168",30168,"C5_30168_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,46,"M","45-64",1
"20810","HHC5_30170","C5_30170",30170,"C5_30170_001",NA,15,19,"M",1,2,0,0,0,0,0,1,5,7,2020,"2020.07.02",4,2,5,2,0,0,0,0,0,2,0,2,52,"M","45-64",1
"20811","HHC5_30171","C5_30171",30171,"C5_30171_001",NA,25,34,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,0,4,34,"F","25-44",1
"20812","HHC5_30172","C5_30172",30172,"C5_30172_001",NA,50,54,"M",1,2,1,0,0,0,0,0,4,7,2020,"2020.07.05",0,5,5,1,1,0,0,0,0,0,0,1,53,"M","45-64",1
"20813","HHC5_30173","C5_30173",30173,"C5_30173_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,0,4,0,53,"M","45-64",1
"20814","HHC5_30175","C5_30175",30175,"C5_30175_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,39,"M","25-44",1
"20815","HHC5_30178","C5_30178",30178,"C5_30178_001",NA,35,44,"F",1,1,1,0,0,0,0,1,5,7,2020,"2020.07.02",4,2,5,4,4,0,0,0,0,1,3,1,60,"F","45-64",1
"20816","HHC5_30181","C5_30181",30181,"C5_30181_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,38,"M","25-44",1
"20817","HHC5_30185","C5_30185",30185,"C5_30185_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,2,3,0,40,"M","25-44",1
"20818","HHC5_30186","C5_30186",30186,"C5_30186_001",NA,45,54,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,0,2,51,"M","45-64",1
"20819","HHC5_30188","C5_30188",30188,"C5_30188_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,57,"F","45-64",1
"20820","HHC5_30191","C5_30191",30191,"C5_30191_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,0,3,57,"M","45-64",1
"20821","HHC5_30192","C5_30192",30192,"C5_30192_001",NA,30,34,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,1,1,0,0,0,0,0,1,0,32,"M","25-44",1
"20822","HHC5_30194","C5_30194",30194,"C5_30194_001",NA,35,44,"F",2,1,1,0,0,0,0,0,5,7,2020,"2020.07.03",5,3,5,3,2,0,0,0,0,1,3,0,46,"M","45-64",1
"20823","HHC5_30195","C5_30195",30195,"C5_30195_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.03",5,3,5,2,2,0,0,0,0,0,2,0,52,"F","45-64",1
"20824","HHC5_30196","C5_30196",30196,"C5_30196_001",NA,25,34,"F",NA,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,5,5,0,0,0,0,0,4,1,32,"M","25-44",1
"20825","HHC5_30197","C5_30197",30197,"C5_30197_001",NA,45,54,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,52,"M","45-64",1
"20826","HHC5_30198","C5_30198",30198,"C5_30198_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,6,3,0,4,0,0,0,6,0,37,"M","25-44",1
"20827","HHC5_30199","C5_30199",30199,"C5_30199_001",NA,65,69,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,60,"M","45-64",1
"20828","HHC5_30200","C5_30200",30200,"C5_30200_001",NA,12,17,"M",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,1,1,52,"F","45-64",1
"20829","HHC5_30201","C5_30201",30201,"C5_30201_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,32,"M","25-44",1
"20830","HHC5_30202","C5_30202",30202,"C5_30202_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,4,4,0,0,0,0,0,3,1,55,"M","45-64",1
"20831","HHC5_30204","C5_30204",30204,"C5_30204_001",NA,45,54,"F",1,1,1,0,1,1,0,1,5,7,2020,"2020.07.02",4,2,5,4,3,0,3,2,0,2,4,0,49,"F","45-64",1
"20832","HHC5_30205","C5_30205",30205,"C5_30205_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,52,"M","45-64",1
"20833","HHC5_30206","C5_30206",30206,"C5_30206_005",NA,30,34,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,1,1,0,0,0,0,0,1,0,32,"F","25-44",1
"20834","HHC5_30207","C5_30207",30207,"C5_30207_001",NA,45,54,"M",1,2,1,0,0,0,0,0,4,7,2020,"2020.07.01",3,1,5,7,3,0,0,0,0,6,2,5,47,"M","45-64",1
"20835","HHC5_30209","C5_30209",30209,"C5_30209_001",NA,45,54,"F",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.01",3,1,5,5,4,0,0,0,0,1,5,0,53,"F","45-64",1
"20836","HHC5_30210","C5_30210",30210,"C5_30210_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,46,"F","45-64",1
"20837","HHC5_30214","C5_30214",30214,"C5_30214_001",NA,45,54,"M",1,2,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,0,3,57,"M","45-64",1
"20838","HHC5_30215","C5_30215",30215,"C5_30215_001",NA,35,44,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,31,"M","25-44",1
"20839","HHC5_30216","C5_30216",30216,"C5_30216_001",NA,25,34,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,30,"M","25-44",1
"20840","HHC5_30218","C5_30218",30218,"C5_30218_001",NA,35,44,"M",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.05",0,5,5,9,5,0,0,0,0,4,6,3,39,"M","25-44",1
"20841","HHC5_30220","C5_30220",30220,"C5_30220_001",NA,55,64,"M",3,1,0,0,0,0,0,1,5,7,2020,"2020.07.01",3,1,5,2,1,0,0,0,0,1,2,0,55,"F","45-64",1
"20842","HHC5_30222","C5_30222",30222,"C5_30222_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,3,0,46,"F","45-64",1
"20843","HHC5_30224","C5_30224",30224,"C5_30224_001",NA,1,4,"F",2,2,0,0,1,0,0,1,4,7,2020,"2020.07.02",4,2,5,2,1,0,1,0,0,1,0,2,43,"F","25-44",1
"20844","HHC5_30225","C5_30225",30225,"C5_30225_001",NA,55,64,"M",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,3,3,0,0,0,0,0,2,1,59,"F","45-64",1
"20845","HHC5_30227","C5_30227",30227,"C5_30227_001",NA,55,64,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.03",5,3,5,5,5,0,0,0,0,0,5,0,60,"F","45-64",1
"20846","HHC5_30228","C5_30228",30228,"C5_30228_001",NA,45,54,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,5,5,0,0,0,0,0,5,0,49,"F","45-64",1
"20847","HHC5_30229","C5_30229",30229,"C5_30229_001",NA,55,64,"M",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.02",4,2,5,5,5,0,0,0,0,0,5,0,39,"M","25-44",1
"20848","HHC5_30232","C5_30232",30232,"C5_30232_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,3,0,54,"F","45-64",1
"20849","HHC5_30233","C5_30233",30233,"C5_30233_001",NA,5,11,"M",1,1,0,0,0,0,0,1,5,7,2020,"2020.07.02",4,2,5,3,1,0,1,0,1,3,3,0,49,"F","45-64",1
"20850","HHC5_30236","C5_30236",30236,"C5_30236_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,2,1,53,"M","45-64",1
"20851","HHC5_30237","C5_30237",30237,"C5_30237_001",NA,55,64,"M",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,2,0,60,"M","45-64",1
"20852","HHC5_30241","C5_30241",30241,"C5_30241_001",NA,55,64,"F",1,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,2,2,0,0,0,0,0,0,2,64,"M","45-64",1
"20853","HHC5_30244","C5_30244",30244,"C5_30244_001",NA,12,17,"M",3,2,0,0,0,0,1,1,3,7,2020,"2020.07.01",3,1,5,4,0,0,0,0,1,4,0,4,40,"M","25-44",1
"20854","HHC5_30246","C5_30246",30246,"C5_30246_001",NA,35,44,"M",1,1,1,0,0,0,0,0,4,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,1,1,40,"M","25-44",1
"20855","HHC5_30249","C5_30249",30249,"C5_30249_001",NA,35,44,"M",2,2,1,0,0,0,0,0,5,7,2020,"2020.07.02",4,2,5,3,3,0,0,0,0,0,0,3,39,"F","25-44",1
"20856","HHC5_30253","C5_30253",30253,"C5_30253_001",NA,45,54,"F",1,1,1,0,0,0,0,0,5,7,2020,"2020.07.01",3,1,5,2,2,0,0,0,0,0,2,0,46,"F","45-64",1
